Duration (min),Blink Rate (/min),Blink Classification,Saccade Rate (/min),Avg Saccade Velocity,Saccade Velocity Class,Avg Saccade Amplitude,Saccade Amplitude Class,Fixation Jitter Count,Jitter Classification,Vertical Gaze Range,Vertical Range Class
0.30866441666666666,48.596466550917086,Normal,421.1693767746147,0.03035745972217504,Low,0.13606848121096737,Reduced,137,Unstable,0.46052740863787384,Normal
