t,h_ratio,v_ratio,blink,sac_start,sac_end,sac_amp,sac_vel,jitter_t,jitter_vel
1748365741.306656,0.6192528735632183,0.6136363636363636,False,1748365739.1756952,1748365739.300683,0.09043478260869564,0.7235486439049181,1748365741.306656,0.22307832391478677
1748365741.4336991,0.6186507936507937,0.599802371541502,False,1748365739.1756952,1748365739.300683,0.09043478260869564,0.7235486439049181,1748365741.4336991,-0.10889199069817244
1748365741.567848,0.6069892473118279,0.6177536231884058,False,1748365739.1756952,1748365739.300683,0.09043478260869564,0.7235486439049181,1748365741.567848,0.13381593283987203
1748365741.7048829,0.6051262034868592,0.5684615384615385,False,1748365739.1756952,1748365739.300683,0.09043478260869564,0.7235486439049181,1748365741.7048829,-0.35970462438320716
1748365741.834344,0.6002304147465438,0.5801282051282051,False,1748365739.1756952,1748365739.300683,0.09043478260869564,0.7235486439049181,1748365741.834344,0.09011719481374073
1748365741.974729,0.7128526645768025,0.6794871794871795,True,1748365741.834344,1748365741.974729,0.09935897435897445,0.7077598571880342,1748365741.834344,0.09011719481374073
1748365742.100823,0.6015625,0.5822510822510822,False,1748365741.974729,1748365742.100823,0.09723609723609727,-0.7711405917110092,1748365741.834344,0.09011719481374073
1748365742.241638,0.5958752515090544,0.5185185185185185,False,1748365741.974729,1748365742.100823,0.09723609723609727,-0.7711405917110092,1748365742.241638,-0.45259776911716154
1748365742.3674371,0.609984984984985,0.5006385696040868,False,1748365741.974729,1748365742.100823,0.09723609723609727,-0.7711405917110092,1748365742.3674371,-0.14213088706617474
1748365742.5069299,0.5988744588744588,0.4919950738916256,False,1748365741.974729,1748365742.100823,0.09723609723609727,-0.7711405917110092,1748365742.5069299,-0.06196376300604003
1748365742.6367009,0.6227056962025317,0.48333333333333334,False,1748365741.974729,1748365742.100823,0.09723609723609727,-0.7711405917110092,1748365742.6367009,-0.06674635277780691
1748365742.768734,0.6452787895769123,0.5344827586206896,False,1748365741.974729,1748365742.100823,0.09723609723609727,-0.7711405917110092,1748365742.768734,0.38739847464902494
1748365742.901289,0.6183958881185752,0.5508403361344538,False,1748365741.974729,1748365742.100823,0.09723609723609727,-0.7711405917110092,1748365742.901289,0.12340218426027613
1748365743.040258,0.6217687074829932,0.5198948948948949,False,1748365741.974729,1748365742.100823,0.09723609723609727,-0.7711405917110092,1748365743.040258,-0.22267882468174613
1748365743.173144,0.5540991818333612,0.5317567567567567,False,1748365741.974729,1748365742.100823,0.09723609723609727,-0.7711405917110092,1748365743.173144,0.08926332771999372
1748365743.303963,0.6321955330804889,0.3567567567567568,False,1748365743.173144,1748365743.303963,0.17499999999999993,-1.3377277681184772,1748365743.173144,0.08926332771999372
1748365743.438118,0.5582788671023965,0.6540404040404041,False,1748365743.303963,1748365743.438118,0.2972836472836473,2.215970852243594,1748365743.173144,0.08926332771999372
1748365743.577164,0.5373110995310058,0.5967023172905526,False,1748365743.303963,1748365743.438118,0.2972836472836473,2.215970852243594,1748365743.577164,-0.4123678913569237
1748365743.694572,0.5373563218390804,0.5615808823529411,False,1748365743.303963,1748365743.438118,0.2972836472836473,2.215970852243594,1748365743.694572,-0.2991399548062493
1748365743.844296,0.56875,0.5118534482758621,False,1748365743.303963,1748365743.438118,0.2972836472836473,2.215970852243594,1748365743.844296,-0.33212732673113
1748365743.9679801,0.5523026315789473,0.6490147783251232,False,1748365743.844296,1748365743.9679801,0.13716133004926112,1.108964327611974,1748365743.844296,-0.33212732673113
1748365744.100578,0.5699614890885751,0.46651785714285715,False,1748365743.9679801,1748365744.100578,0.18249692118226607,-1.376318095107242,1748365743.844296,-0.33212732673113
1748365744.242239,0.5674512987012987,0.6681034482758621,False,1748365744.100578,1748365744.242239,0.20158559113300495,1.4230147504018675,1748365743.844296,-0.33212732673113
1748365744.372103,0.5889792231255646,0.5979064039408868,False,1748365744.242239,1748365744.372103,0.07019704433497531,-0.5405428489328117,1748365743.844296,-0.33212732673113
1748365744.5059981,0.5839506172839506,0.605952380952381,False,1748365744.242239,1748365744.372103,0.07019704433497531,-0.5405428489328117,1748365744.5059981,0.0600916200820487
1748365744.6401532,0.5722996515679442,0.6462324393358876,False,1748365744.242239,1748365744.372103,0.07019704433497531,-0.5405428489328117,1748365744.6401532,0.30025006797415815
1748365744.7728891,0.5825027685492802,0.6502463054187192,False,1748365744.242239,1748365744.372103,0.07019704433497531,-0.5405428489328117,1748365744.6401532,0.30025006797415815
1748365744.910294,0.561207794139521,0.644955300127714,False,1748365744.242239,1748365744.372103,0.07019704433497531,-0.5405428489328117,1748365744.6401532,0.30025006797415815
1748365745.037,0.5678441267171292,0.610919540229885,False,1748365744.242239,1748365744.372103,0.07019704433497531,-0.5405428489328117,1748365745.037,-0.26862019799395875
1748365745.173295,0.5742504903334267,0.550055617352614,False,1748365744.242239,1748365744.372103,0.07019704433497531,-0.5405428489328117,1748365745.173295,-0.44655994034917335
1748365745.3100438,0.5304878048780488,0.582010582010582,False,1748365744.242239,1748365744.372103,0.07019704433497531,-0.5405428489328117,1748365745.3100438,0.23367639658692071
1748365745.435266,0.5396825396825398,0.5702380952380952,False,1748365744.242239,1748365744.372103,0.07019704433497531,-0.5405428489328117,1748365745.435266,-0.09401277247589265
1748365745.571247,0.5781877122568695,0.5770114942528736,False,1748365744.242239,1748365744.372103,0.07019704433497531,-0.5405428489328117,1748365745.435266,-0.09401277247589265
1748365745.706718,0.5502523128679563,0.605952380952381,False,1748365744.242239,1748365744.372103,0.07019704433497531,-0.5405428489328117,1748365745.706718,0.21363181108135237
1748365745.8431108,0.5359147025813692,0.5483870967741935,False,1748365744.242239,1748365744.372103,0.07019704433497531,-0.5405428489328117,1748365745.8431108,-0.42205505536829846
1748365745.971982,0.5426829268292683,0.5161290322580645,False,1748365744.242239,1748365744.372103,0.07019704433497531,-0.5405428489328117,1748365745.971982,-0.250312435192189
1748365746.103263,0.5713969938107869,0.55,False,1748365744.242239,1748365744.372103,0.07019704433497531,-0.5405428489328117,1748365746.103263,0.25800377654017786
1748365746.2440221,0.5351001939237233,0.46212121212121215,False,1748365746.103263,1748365746.2440221,0.08787878787878789,-0.6243198978215163,1748365746.103263,0.25800377654017786
1748365746.3729239,0.547191011235955,0.47632575757575757,False,1748365746.103263,1748365746.2440221,0.08787878787878789,-0.6243198978215163,1748365746.3729239,0.11019670993813342
1748365746.507374,0.5735818032337627,0.5,False,1748365746.103263,1748365746.2440221,0.08787878787878789,-0.6243198978215163,1748365746.507374,0.1760818720520809
1748365746.640563,0.5483647450110865,0.49242424242424243,False,1748365746.103263,1748365746.2440221,0.08787878787878789,-0.6243198978215163,1748365746.640563,-0.05687976998045285
1748365746.7770061,0.6140470974808324,0.5151515151515151,False,1748365746.103263,1748365746.2440221,0.08787878787878789,-0.6243198978215163,1748365746.7770061,0.16656955446787053
1748365746.905,0.6621187800963082,0.2915057915057915,False,1748365746.7770061,1748365746.905,0.22364572364572366,-1.7473165499728103,1748365746.7770061,0.16656955446787053
1748365747.034441,0.5795454545454546,0.2910602910602911,False,1748365746.7770061,1748365746.905,0.22364572364572366,-1.7473165499728103,1748365746.7770061,0.16656955446787053
1748365747.171965,0.4746358292869921,0.2919871794871795,False,1748365746.7770061,1748365746.905,0.22364572364572366,-1.7473165499728103,1748365746.7770061,0.16656955446787053
1748365747.305608,0.480306905370844,0.28322259136212624,False,1748365746.7770061,1748365746.905,0.22364572364572366,-1.7473165499728103,1748365747.305608,-0.06558202274817747
1748365747.4383569,0.47194570135746605,0.28322259136212624,False,1748365746.7770061,1748365746.905,0.22364572364572366,-1.7473165499728103,1748365747.305608,-0.06558202274817747
1748365747.570336,0.5448232323232323,0.6911764705882353,False,1748365747.4383569,1748365747.570336,0.40795387922610904,3.0910461312368214,1748365747.305608,-0.06558202274817747
1748365747.7044108,0.5558232931726907,0.6684873949579831,False,1748365747.4383569,1748365747.570336,0.40795387922610904,3.0910461312368214,1748365747.7044108,-0.16922713732065267
1748365747.836134,0.5391566265060241,0.46256684491978606,False,1748365747.7044108,1748365747.836134,0.2059205500381971,-1.5632827319147966,1748365747.7044108,-0.16922713732065267
1748365747.97941,0.5562020810514786,0.436950146627566,False,1748365747.7044108,1748365747.836134,0.2059205500381971,-1.5632827319147966,1748365747.97941,-0.17879269766658706
1748365748.101321,0.6614011896893589,0.42647058823529416,False,1748365747.7044108,1748365747.836134,0.2059205500381971,-1.5632827319147966,1748365748.101321,-0.08596069419269534
1748365748.245318,0.6912167717182789,0.3970588235294118,False,1748365747.7044108,1748365747.836134,0.2059205500381971,-1.5632827319147966,1748365748.245318,-0.2042526865754937
1748365748.3703492,0.6856108982545763,0.4285714285714286,False,1748365747.7044108,1748365747.836134,0.2059205500381971,-1.5632827319147966,1748365748.3703492,0.2520378654818976
1748365748.507636,0.6729240887914497,0.4411764705882353,False,1748365747.7044108,1748365747.836134,0.2059205500381971,-1.5632827319147966,1748365748.507636,0.09181532893139092
1748365748.637609,0.7090909090909091,0.45588235294117646,False,1748365747.7044108,1748365747.836134,0.2059205500381971,-1.5632827319147966,1748365748.637609,0.1131457282571469
1748365748.7737012,0.5592592592592592,0.4074074074074074,False,1748365747.7044108,1748365747.836134,0.2059205500381971,-1.5632827319147966,1748365748.7737012,-0.3561919825653101
1748365748.9070358,0.35274740678441263,0.3327731092436975,False,1748365748.7737012,1748365748.9070358,0.07463429816370987,-0.5597517645637894,1748365748.7737012,-0.3561919825653101
1748365749.0351539,0.5223227103072065,0.45,False,1748365748.9070358,1748365749.0351539,0.1172268907563025,0.9149913035188727,1748365748.7737012,-0.3561919825653101
1748365749.172256,0.5757705479452055,0.6076086956521739,True,1748365749.0351539,1748365749.172256,0.1576086956521739,1.1495714837869109,1748365748.7737012,-0.3561919825653101
1748365749.305446,0.5775032092426188,0.5608695652173913,True,1748365749.0351539,1748365749.172256,0.1576086956521739,1.1495714837869109,1748365749.305446,-0.3509209377417804
1748365749.4353259,0.5515641569459173,0.5153508771929824,False,1748365749.0351539,1748365749.172256,0.1576086956521739,1.1495714837869109,1748365749.4353259,-0.35046739321004283
1748365749.572983,0.5613636363636363,0.6939338235294117,False,1748365749.4353259,1748365749.572983,0.17858294633642924,1.2973022192655574,1748365749.4353259,-0.35046739321004283
1748365749.706501,0.5332967936420938,0.5378787878787878,False,1748365749.572983,1748365749.706501,0.15605503565062384,-1.1687941577449785,1748365749.4353259,-0.35046739321004283
1748365749.84549,0.524904214559387,0.5374331550802138,False,1748365749.572983,1748365749.706501,0.15605503565062384,-1.1687941577449785,1748365749.4353259,-0.35046739321004283
1748365749.970996,0.5266398929049532,0.5454545454545454,False,1748365749.572983,1748365749.706501,0.15605503565062384,-1.1687941577449785,1748365749.970996,0.06391244416447342
1748365750.1144168,0.5495160089352197,0.532258064516129,False,1748365749.572983,1748365749.706501,0.15605503565062384,-1.1687941577449785,1748365750.1144168,-0.09201223634558617
1748365750.236883,0.5564997018485391,0.5833333333333333,False,1748365749.572983,1748365749.706501,0.15605503565062384,-1.1687941577449785,1748365750.236883,0.4170564270160711
1748365750.373636,0.5524453024453024,0.6551724137931034,False,1748365750.236883,1748365750.373636,0.07183908045977017,0.5253196437291414,1748365750.236883,0.4170564270160711
1748365750.512406,0.579004329004329,0.5822916666666667,False,1748365750.373636,1748365750.512406,0.07288074712643677,-0.5251905512219046,1748365750.236883,0.4170564270160711
1748365750.639095,0.5536091549295774,0.5657894736842105,True,1748365750.373636,1748365750.512406,0.07288074712643677,-0.5251905512219046,1748365750.639095,-0.13025754845021517
1748365750.775768,0.5516424751718869,0.5207407407407407,False,1748365750.373636,1748365750.512406,0.07288074712643677,-0.5251905512219046,1748365750.775768,-0.32960966419372956
1748365750.90684,0.7828185328185329,0.4968071519795657,False,1748365750.373636,1748365750.512406,0.07288074712643677,-0.5251905512219046,1748365750.90684,-0.18259872939149627
1748365751.046227,0.6506976744186046,0.5833333333333333,False,1748365750.90684,1748365751.046227,0.08652618135376755,0.6207626837386876,1748365750.90684,-0.18259872939149627
1748365751.17225,0.5543430816237451,0.6290322580645161,False,1748365750.90684,1748365751.046227,0.08652618135376755,0.6207626837386876,1748365751.17225,0.3626235298710301
1748365751.313986,0.5483184333759046,0.5877016129032258,False,1748365750.90684,1748365751.046227,0.08652618135376755,0.6207626837386876,1748365751.313986,-0.29160295369190903
1748365751.436985,0.5443349753694582,0.6774193548387097,False,1748365751.313986,1748365751.436985,0.08971774193548399,0.7294187458125553,1748365751.313986,-0.29160295369190903
1748365751.5810502,0.5475325961379766,0.6785714285714286,False,1748365751.313986,1748365751.436985,0.08971774193548399,0.7294187458125553,1748365751.313986,-0.29160295369190903
1748365751.701678,0.5403735632183908,0.5483870967741935,False,1748365751.5810502,1748365751.701678,0.1301843317972351,-1.0792225785047345,1748365751.313986,-0.29160295369190903
1748365751.847616,0.5643790849673203,0.5992063492063493,False,1748365751.5810502,1748365751.701678,0.1301843317972351,-1.0792225785047345,1748365751.847616,0.3482251396047769
1748365751.972455,0.5547086720867209,0.6681818181818182,True,1748365751.847616,1748365751.972455,0.06897546897546891,0.5525150930662248,1748365751.847616,0.3482251396047769
1748365752.1142,0.5292207792207793,0.6842619745845553,False,1748365751.847616,1748365751.972455,0.06897546897546891,0.5525150930662248,1748365752.1142,0.11344418595211908
1748365752.2361689,0.5267196492189641,0.7002923976608187,False,1748365751.847616,1748365751.972455,0.06897546897546891,0.5525150930662248,1748365752.2361689,0.1314305801906745
1748365752.378783,0.5272867564534232,0.6515151515151515,False,1748365751.847616,1748365751.972455,0.06897546897546891,0.5525150930662248,1748365752.378783,-0.3420225432325032
1748365752.5118668,0.5445327486982735,0.696078431372549,False,1748365751.847616,1748365751.972455,0.06897546897546891,0.5525150930662248,1748365752.5118668,0.33485122190314076
1748365752.637086,0.5361696230598669,0.6844919786096256,False,1748365751.847616,1748365751.972455,0.06897546897546891,0.5525150930662248,1748365752.637086,-0.09252943157524653
1748365752.783422,0.6666666666666666,0.43403361344537816,False,1748365752.637086,1748365752.783422,0.25045836516424747,-1.7115284725778113,1748365752.637086,-0.09252943157524653
1748365752.902924,0.7115384615384615,0.46018145161290325,False,1748365752.637086,1748365752.783422,0.25045836516424747,-1.7115284725778113,1748365752.902924,0.21880657548541407
1748365753.0485618,0.6529304029304029,0.4496031746031746,False,1748365752.637086,1748365752.783422,0.25045836516424747,-1.7115284725778113,1748365753.0485618,-0.07263416912365059
1748365753.168939,0.5355203619909502,0.6181818181818182,True,1748365753.0485618,1748365753.168939,0.16857864357864355,1.400418854219317,1748365753.0485618,-0.07263416912365059
1748365753.316101,0.54709162145871,0.5981818181818181,False,1748365753.0485618,1748365753.168939,0.16857864357864355,1.400418854219317,1748365753.316101,-0.1359046856824391
1748365753.436895,0.5403735632183908,0.5608974358974359,False,1748365753.0485618,1748365753.168939,0.16857864357864355,1.400418854219317,1748365753.436895,-0.3086613409617634
1748365753.6144068,0.5675595238095239,0.6385869565217391,True,1748365753.0485618,1748365753.168939,0.16857864357864355,1.400418854219317,1748365753.6144068,0.4376580234381242
1748365753.740845,0.5741071428571429,0.6260869565217391,False,1748365753.0485618,1748365753.168939,0.16857864357864355,1.400418854219317,1748365753.740845,-0.09886257354050437
1748365753.8829608,0.5255508673230193,0.6209090909090909,False,1748365753.0485618,1748365753.168939,0.16857864357864355,1.400418854219317,1748365753.740845,-0.09886257354050437
1748365754.001709,0.5429996832435857,0.6594202898550725,True,1748365753.0485618,1748365753.168939,0.16857864357864355,1.400418854219317,1748365754.001709,0.3243097818038706
1748365754.14064,0.5474683544303798,0.644122383252818,False,1748365753.0485618,1748365753.168939,0.16857864357864355,1.400418854219317,1748365754.14064,-0.1101115131881103
1748365754.275611,0.5418338993516517,0.6537037037037037,False,1748365753.0485618,1748365753.168939,0.16857864357864355,1.400418854219317,1748365754.275611,0.0709880441618691
1748365754.4083571,0.607525994388513,0.6554232804232805,False,1748365753.0485618,1748365753.168939,0.16857864357864355,1.400418854219317,1748365754.275611,0.0709880441618691
1748365754.539423,0.5658259423503326,0.6103448275862069,False,1748365753.0485618,1748365753.168939,0.16857864357864355,1.400418854219317,1748365754.539423,-0.3439374512003147
1748365754.678622,0.7431934203062961,0.35064935064935066,False,1748365754.539423,1748365754.678622,0.25969547693685624,-1.8656415812096125,1748365754.539423,-0.3439374512003147
1748365754.806879,0.684462915601023,0.2916666666666667,False,1748365754.539423,1748365754.678622,0.25969547693685624,-1.8656415812096125,1748365754.806879,-0.45987873824341585
1748365754.941948,0.5157169609416801,0.39032258064516134,False,1748365754.806879,1748365754.941948,0.09865591397849466,0.7304118029789876,1748365754.806879,-0.45987873824341585
1748365755.074214,0.5540540540540541,0.6005291005291005,False,1748365754.941948,1748365755.074214,0.21020651988393912,1.589270477491844,1748365754.806879,-0.45987873824341585
1748365755.208899,0.5423717341275214,0.6547619047619048,False,1748365754.941948,1748365755.074214,0.21020651988393912,1.589270477491844,1748365755.208899,0.4026639070380556
1748365755.3410199,0.5297418630751964,0.5307971014492754,False,1748365755.208899,1748365755.3410199,0.12396480331262938,-0.9382683010951353,1748365755.208899,0.4026639070380556
1748365755.4737122,0.5359550561797752,0.529891304347826,False,1748365755.208899,1748365755.3410199,0.12396480331262938,-0.9382683010951353,1748365755.208899,0.4026639070380556
1748365755.614781,0.5612935753385191,0.5208333333333334,False,1748365755.208899,1748365755.3410199,0.12396480331262938,-0.9382683010951353,1748365755.614781,-0.06420964543290893
1748365755.738708,0.5574011774600505,0.5625,True,1748365755.208899,1748365755.3410199,0.12396480331262938,-0.9382683010951353,1748365755.738708,0.33621912523310754
1748365755.871805,0.5548293391430646,0.6918767507002801,True,1748365755.738708,1748365755.871805,0.1293767507002801,0.97204907302868,1748365755.738708,0.33621912523310754
1748365756.008972,0.5903679653679654,0.6985294117647058,True,1748365755.738708,1748365755.871805,0.1293767507002801,0.97204907302868,1748365755.738708,0.33621912523310754
1748365756.141037,0.5893997445721584,0.74375,True,1748365755.738708,1748365755.871805,0.1293767507002801,0.97204907302868,1748365756.141037,0.3424114523869781
1748365756.277101,0.5919642857142857,0.7361111111111112,True,1748365755.738708,1748365755.871805,0.1293767507002801,0.97204907302868,1748365756.277101,-0.05614185924895322
1748365756.407304,0.574385703648548,0.7171052631578947,True,1748365755.738708,1748365755.871805,0.1293767507002801,0.97204907302868,1748365756.407304,-0.1459708815489299
1748365756.545426,0.5467620481927711,0.5875,True,1748365756.407304,1748365756.545426,0.12960526315789467,-0.9383400918037548,1748365756.407304,-0.1459708815489299
